External ID,Subsidiary,Currency,Exchange Rate,Date,Posting Period,Account,Debit,Credit,Department,Location,Class,Name,Memo,Account ID,PE Detraccion,PE LN Detraccion,PE LN Vendor,PE LN Bill Detraccion,PE LN Detraccion Date,PE LN Detraccion Number,Proveedor,Numero de Documento
DET14112023,3,PEN,1,14/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,850.00,0,CS-04-01-02,ASBANC - Oficina Central,CIN-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,5063,1773,,,IMEDIA COMUNICACIONES SOCIEDAD ANONIMA CERRADA,E001-00007813
DET14112023,3,PEN,1,14/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,1211.00,0,CS-02-01-00,ASBANC - Oficina Central,FIS-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,6211,2560,,,SAM FACILITY SERVICES S.A.C.,E001-00000389
DET14112023,3,PEN,1,14/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,20249.00,0,CS-02-01-01,ASBANC - Oficina Central,FIS-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,5836,2669,,,NOVA FLAT SOCIEDAD ANONIMA CERRADA - NOVA FLAT S.A.C.,E001-00000230
DET14112023,3,PEN,1,14/11/23,Nov 2023,4221202 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones ME-L5,838.00,0,AR-07-01-03,ASBANC - Oficina Central,GHU-00-00,,Pago de Detracciones Periodo Nov 2023,3036,T,T,9009,2431,,,PRIME PROFESIONAL S.A.C.,E001-00000546
DET14112023,3,PEN,1,14/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,4895.00,0,AR-10-00-00,ASBANC - Oficina Central,GHU-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,5701,2423,,,MICHAEL  PAGE INTERNATIONAL PERU S.R.L.,F001-00009927
DET14112023,3,PEN,1,14/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,180.00,0,AR-03-00-00,ASBANC - Oficina Central,GHU-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,9007,2421,,,GACETA CONSULTORES SOCIEDAD ANONIMA - GACETA CONSULTORES S.A.,F010-00004136
DET14112023,3,PEN,1,14/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,3540.00,0,AR-10-00-00,ASBANC - Oficina Central,GHU-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,3982,2436,,,CORCUERA CONSULTORES S.A.C.,E001-00000288
DET14112023,3,PEN,1,14/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,1291.00,0,CG-01-02-00,ASBANC - Oficina Central,IMG-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,3452,6984,,,APOYO COMUNICACION S.A.,F001-00007103
DET14112023,3,PEN,1,14/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,1930.00,0,AR-02-01-00,ASBANC - Oficina Central,LOG-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,6017,8055,,,PROSEGURIDAD S A,F024-00078437
DET14112023,3,PEN,1,14/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,108.00,0,AR-09-00-00,ASBANC - Oficina Central,LOG-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,5928,7586,,,PERU ECONOMICO S.A.,F004-00007141
DET14112023,3,PEN,1,14/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,137.00,0,AR-01-02-00,ASBANC - Oficina Central,LOG-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,5399,2196,,,IRON MOUNTAIN PERU S.A.,FF11-00194810
DET14112023,3,PEN,1,14/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,1175.00,0,AR-01-01-00,ASBANC - Oficina Central,LOG-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,6211,2559,,,SAM FACILITY SERVICES S.A.C.,E001-00000388
DET14112023,3,PEN,1,14/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,113.00,0,AR-01-01-00,ASBANC - Oficina Central,LOG-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,4291,2542,,,ECO FERNINI S.A.C.,E001-00000395
DET14112023,3,PEN,1,14/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,33.00,0,AR-01-01-00,ASBANC - Oficina Central,LOG-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,6479,7236,,,TK ELEVADORES PERU S.A.C. - TK ELEVADORES PERÚ,F001-00064974
DET14112023,3,PEN,1,14/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,110.00,0,AR-01-01-00,ASBANC - Oficina Central,LOG-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,5919,2195,,,PELESAD EQUIPAMIENTOS & SERVICIOS S.A.C. - E&S PELESAD S.A.C.,E001-00001849
DET14112023,3,PEN,1,14/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,6797.00,0,CG-05-01-00,ASBANC - Oficina Central,OXI-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,5862,6601,,,ONTIER PERU S.A.C.,F001-00003334
DET14112023,3,PEN,1,14/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,21504.00,0,CG-01-01-00,ASBANC - Oficina Central,PGR-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,5142,2680,,,INSTITUTO APOYO,F001-00002408
DET14112023,3,PEN,1,14/11/23,Nov 2023,ACTIVO DISPONIBLE Y EXIGIBLE-1-L1 : EFECTIVO Y EQUIVALENTES DE EFECTIVO-10-L2 : CUENTAS CORRIENTES EN INSTITUCIONES FINANCIER-104-L3 : CUENTAS CORRIENTES OPERATIVAS-1041-L4 : CUENTAS CORRIENTES OPERATIVAS M.N.-10411-L5 : BCP MN 191-0043000-0-43-1041101-L7,0,64961.00,,,,,Pago de Detracciones Periodo Nov 2023,4673,,,,,,,,,
