External ID,Subsidiary,Currency,Exchange Rate,Date,Posting Period,Account,Debit,Credit,Department,Location,Class,Name,Memo,Account ID,PE Detraccion,PE LN Detraccion,PE LN Vendor,PE LN Bill Detraccion,PE LN Detraccion Date,PE LN Detraccion Number,Proveedor,Numero de Documento
DET291120233,3,PEN,1,29/11/23,Nov 2023,4221202 PE-Anticipos a proveedores detracciones ME-L5,2241.00,0,IN-03-02-09,ASBANC - Oficina Central,000-00-00,,Pago de Detracciones Periodo Nov 2023,3036,T,T,6559,11311,,,TS NET S.A.,F001-00007899
DET291120233,3,PEN,1,29/11/23,Nov 2023,4221202 PE-Anticipos a proveedores detracciones ME-L5,10126.00,0,IN-03-02-09,ASBANC - Oficina Central,000-00-00,,Pago de Detracciones Periodo Nov 2023,3036,T,T,6559,11315,,,TS NET S.A.,F001-00007900
DET291120233,3,PEN,1,29/11/23,Nov 2023,4221202 PE-Anticipos a proveedores detracciones ME-L5,775.00,0,CS-03-01-02,ASBANC - Oficina Central,DIG-00-00,,Pago de Detracciones Periodo Nov 2023,3036,T,T,3885,2546,,,COMPAñIA PERUANA DE MEDIOS DE PAGO S.A.C,F002-00005846
DET291120233,3,PEN,1,29/11/23,Nov 2023,4221103 PE-Anticipos a proveedores detracciones MN-L5,3061.00,0,IN-01-03-07,ASBANC - Oficina Central,FIS-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,3452,14091,,,APOYO COMUNICACION S.A.,F001-00007171
DET291120233,3,PEN,1,29/11/23,Nov 2023,4221103 PE-Anticipos a proveedores detracciones MN-L5,4198.00,0,AR-12-00-00,ASBANC - Oficina Central,GGP-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,6698,3845,,,SECURITAS S.A.C.,FA34-00021474
DET291120233,3,PEN,1,29/11/23,Nov 2023,4221103 PE-Anticipos a proveedores detracciones MN-L5,3229.00,0,AR-12-00-00,ASBANC - Oficina Central,GGP-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,6698,3842,,,SECURITAS S.A.C.,FA34-00021473
DET291120233,3,PEN,1,29/11/23,Nov 2023,4221103 PE-Anticipos a proveedores detracciones MN-L5,5381.00,0,AR-06-00-00,ASBANC - Oficina Central,IMG-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,3792,11671,,,CINCUENTAMASUNO GRUPO DE ANALISIS POLITICO S.A.C.,E001-00000392
DET291120233,3,PEN,1,29/11/23,Nov 2023,4221103 PE-Anticipos a proveedores detracciones MN-L5,517.00,0,AR-06-00-00,ASBANC - Oficina Central,IMG-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,5063,8873,,,IMEDIA COMUNICACIONES SOCIEDAD ANONIMA CERRADA,E001-00007878
DET291120233,3,PEN,1,29/11/23,Nov 2023,4221202 PE-Anticipos a proveedores detracciones ME-L5,801.00,0,AR-01-02-00,ASBANC - Oficina Central,INF-00-00,,Pago de Detracciones Periodo Nov 2023,3036,T,T,4950,11648,,,HEWLETT - PACKARD PERU S.R.L.,E001-00026217
DET291120233,3,PEN,1,29/11/23,Nov 2023,4221202 PE-Anticipos a proveedores detracciones ME-L5,1303.00,0,AR-01-02-00,ASBANC - Oficina Central,INF-00-00,,Pago de Detracciones Periodo Nov 2023,3036,T,T,5066,2549,,,IMPERIA SOLUCIONES TECNOLOGICAS S.A.C.,F001-00002959
DET291120233,3,PEN,1,29/11/23,Nov 2023,4221202 PE-Anticipos a proveedores detracciones ME-L5,757.00,0,AR-01-02-00,ASBANC - Oficina Central,INF-00-00,,Pago de Detracciones Periodo Nov 2023,3036,T,T,5066,2548,,,IMPERIA SOLUCIONES TECNOLOGICAS S.A.C.,F001-00002957
DET291120233,3,PEN,1,29/11/23,Nov 2023,4221202 PE-Anticipos a proveedores detracciones ME-L5,419.00,0,CS-01-03-03,ASBANC - Oficina Central,INF-00-00,,Pago de Detracciones Periodo Nov 2023,3036,T,T,3595,3997,,,BMTECH–PERU S.A.C.,E001-00002675
DET291120233,3,PEN,1,29/11/23,Nov 2023,4221202 PE-Anticipos a proveedores detracciones ME-L5,234.00,0,AR-01-02-00,ASBANC - Oficina Central,INF-00-00,,Pago de Detracciones Periodo Nov 2023,3036,T,T,4950,11661,,,HEWLETT - PACKARD PERU S.R.L.,E001-00026219
DET291120233,3,PEN,1,29/11/23,Nov 2023,4221202 PE-Anticipos a proveedores detracciones ME-L5,947.00,0,AR-01-02-00,ASBANC - Oficina Central,INF-00-00,,Pago de Detracciones Periodo Nov 2023,3036,T,T,5066,2565,,,IMPERIA SOLUCIONES TECNOLOGICAS S.A.C.,F001-00002960
DET291120233,3,PEN,1,29/11/23,Nov 2023,4221202 PE-Anticipos a proveedores detracciones ME-L5,544.00,0,AR-01-02-00,ASBANC - Oficina Central,INF-00-00,,Pago de Detracciones Periodo Nov 2023,3036,T,T,4950,11655,,,HEWLETT - PACKARD PERU S.R.L.,E001-00026218
DET291120233,3,PEN,1,29/11/23,Nov 2023,4221202 PE-Anticipos a proveedores detracciones ME-L5,527.00,0,AR-10-00-00,ASBANC - Oficina Central,INF-00-00,,Pago de Detracciones Periodo Nov 2023,3036,T,T,6191,11666,,,ROYAL SYSTEMS S.A.C.,F001-00008908
DET291120233,3,PEN,1,29/11/23,Nov 2023,4221103 PE-Anticipos a proveedores detracciones MN-L5,2162.00,0,AR-01-01-00,ASBANC - Oficina Central,LOG-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,6698,3851,,,SECURITAS S.A.C.,FA34-00021472
DET291120233,3,PEN,1,29/11/23,Nov 2023,4221103 PE-Anticipos a proveedores detracciones MN-L5,345.00,0,AR-07-03-02,ASBANC - Oficina Central,LOG-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,3430,8103,,,AMERICA MOVIL PERU S.A.C.,F015-00203496
DET291120233,3,PEN,1,29/11/23,Nov 2023,4221103 PE-Anticipos a proveedores detracciones MN-L5,2549.00,0,CG-02-01-00,ASBANC - Oficina Central,SRC-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,7119,3872,,,IPSOS OPINION Y MERCADO S.A.,F004-00012601
DET291120233,3,PEN,1,29/11/23,Nov 2023,4221103 PE-Anticipos a proveedores detracciones MN-L5,2533.00,0,CS-01-04-00,ASBANC - Oficina Central,TEC-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,4530,8077,,,ESCONTECH DEL PERU SOCIEDAD ANONIMA CERRADA  -  ESCONTECH DEL PERU S.,F003-00006372
DET291120233,3,PEN,1,29/11/23,Nov 2023,4221103 PE-Anticipos a proveedores detracciones MN-L5,13640.00,0,CS-01-04-00,ASBANC - Oficina Central,TEC-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,4530,8079,,,ESCONTECH DEL PERU SOCIEDAD ANONIMA CERRADA  -  ESCONTECH DEL PERU S.,F003-00006374
DET291120233,3,PEN,1,29/11/23,Nov 2023,4221202 PE-Anticipos a proveedores detracciones ME-L5,7721.00,0,CS-01-04-00,ASBANC - Oficina Central,TEC-00-00,,Pago de Detracciones Periodo Nov 2023,3036,T,T,4530,8083,,,ESCONTECH DEL PERU SOCIEDAD ANONIMA CERRADA  -  ESCONTECH DEL PERU S.,F003-00006376
DET291120233,3,PEN,1,29/11/23,Nov 2023,4221202 PE-Anticipos a proveedores detracciones ME-L5,12959.00,0,CS-01-04-00,ASBANC - Oficina Central,TEC-00-00,,Pago de Detracciones Periodo Nov 2023,3036,T,T,4530,8072,,,ESCONTECH DEL PERU SOCIEDAD ANONIMA CERRADA  -  ESCONTECH DEL PERU S.,F003-00006371
DET291120233,3,PEN,1,29/11/23,Nov 2023,4221103 PE-Anticipos a proveedores detracciones MN-L5,2953.00,0,CS-01-04-00,ASBANC - Oficina Central,TEC-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,4530,8081,,,ESCONTECH DEL PERU SOCIEDAD ANONIMA CERRADA  -  ESCONTECH DEL PERU S.,F003-00006375
DET291120233,3,PEN,1,29/11/23,Nov 2023,4221103 PE-Anticipos a proveedores detracciones MN-L5,4028.00,0,CS-01-04-00,ASBANC - Oficina Central,TEC-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,4530,8067,,,ESCONTECH DEL PERU SOCIEDAD ANONIMA CERRADA  -  ESCONTECH DEL PERU S.,F003-00006373
DET291120233,3,PEN,1,29/11/23,Nov 2023,4221202 PE-Anticipos a proveedores detracciones ME-L5,9079.00,0,CS-01-04-00,ASBANC - Oficina Central,TEC-00-00,,Pago de Detracciones Periodo Nov 2023,3036,T,T,4530,12087,,,ESCONTECH DEL PERU SOCIEDAD ANONIMA CERRADA  -  ESCONTECH DEL PERU S.,F003-00006579
DET291120233,3,PEN,1,29/11/23,Nov 2023,ACTIVO DISPONIBLE Y EXIGIBLE-1-L1 : EFECTIVO Y EQUIVALENTES DE EFECTIVO-10-L2 : CAJA-101-L3 : CAJA-10101-L5 : DINERO EN EFECTIVO M.N.-1010101-L7,0,93029.00,,,,,Pago de Detracciones Periodo Nov 2023,4645,,,,,,,,,
