1 Periodo,2 CUO,3 Correlativo,4 Tipo de Documento de Identidad del cliente,5 Numero de Documento de Identidad del cliente,6 Apellidos y Nombres  Denominación o Razon Social del cliente,7 Fecha de Emision,8 Monto de cada cuenta por cobrar del cliente,9 Indica el estado de la operacion,10 Cód. Cuenta Contable,
20231130,1749,M1749,6,20510944764,directv peru s.r.l.,02/11/2023,3 752.40,1,,
20231130,1772,M1772,6,20100047218,banco de credito del peru,03/11/2023,7 906.38,1,,
20231130,1885,M1885,6,20100053455,banco internacional del peru-interbank,14/11/2023,18 229.58,1,,
20231130,1905,M1905,6,20131370645,ministerio de economia y finanzas,14/11/2023,2 699.60,1,,
20231130,1908,M1908,6,20100070970,supermercados peruanos sociedad anonima 'o ' s.p.s.a.,14/11/2023,8 436.27,1,,
20231130,1927,M1927,6,20259702411,banco ripley peru s.a.,08/11/2023,1 543.45,1,,
20231130,1928,M1928,6,20517476405,alfin banco s.a.,03/11/2023,269.54,1,,
20231130,1940,M1940,6,20100043140,scotiabank peru saa,06/11/2023,1 219.80,1,,
20231130,1942,M1942,6,20100105862,banco pichincha,06/11/2023,998.02,1,,
20231130,1943,M1943,6,20100116392,corporacion financiera de desarrollo s.a .,06/11/2023,998.02,1,,
20231130,1946,M1946,6,20100209641,caja municipal de ahorro y credito de arequipa s.a. - caja arequipa,06/11/2023,1 508.11,1,,
20231130,1948,M1948,6,20101091083,cooperativa de ahorro y credito abaco,06/11/2023,953.66,1,,
20231130,1949,M1949,6,20102881347,caja municip.ahorro y credito sullana s. a.,06/11/2023,953.66,1,,
20231130,1950,M1950,6,20103845328,caja municipal de ahorro y credito de maynas s.a.,06/11/2023,953.66,1,,
20231130,1951,M1951,6,20104888934,caja municipal de ahorro y credito de ica sa,06/11/2023,953.66,1,,
20231130,1952,M1952,6,20111065013,cooperativa de ahorro y credito pacifico,06/11/2023,953.66,1,,
20231130,1953,M1953,6,20113604248,cmac piura s.a.c.,06/11/2023,1 663.36,1,,
20231130,1954,M1954,6,20113604248,cmac piura s.a.c.,06/11/2023,199.61,1,,
20231130,1955,M1955,6,20114839176,caja municipal de ahorro y credito cusco s.a. - cmac cusco s.a.,06/11/2023,1 707.72,1,,
20231130,1956,M1956,6,20130098488,caja munic.de ahorr.y cred.de tacna s.a.,06/11/2023,1 508.11,1,,
20231130,1957,M1957,6,20130200789,cmac - huancayo s.a.,06/11/2023,1 707.72,1,,
20231130,1959,M1959,6,20228319768,financiera confianza s.a.a. - financiera confianza,06/11/2023,1 073.42,1,,
20231130,1960,M1960,6,20132243230,caja municipal de ahorro y credito de trujillo sa - caja trujillo,06/11/2023,1 707.72,1,,
20231130,1962,M1962,6,20322445564,caja rural de ahorro y credito los andes s.a.,06/11/2023,1 707.72,1,,
20231130,1963,M1963,6,20328178070,financiera credinka s.a. - credinka s.a.,06/11/2023,953.66,1,,
20231130,1965,M1965,6,20346669625,cavali s.a. i.c.l.v.,06/11/2023,998.02,1,,
20231130,1966,M1966,6,20369155360,compartamos financiera s.a.,06/11/2023,155.25,1,,
20231130,1967,M1967,6,20369155360,compartamos financiera s.a.,06/11/2023,953.66,1,,
20231130,1968,M1968,6,20382036655,mibanco - banco de la microempresa s.a.,06/11/2023,998.02,1,,
20231130,1969,M1969,6,20441805960,financiera efectiva s.a.,06/11/2023,1 131.09,1,,
20231130,1970,M1970,6,20441805960,financiera efectiva s.a.,06/11/2023,221.78,1,,
20231130,1971,M1971,6,20469378561,camara de compensacion electronica s.a.,06/11/2023,820.59,1,,
20231130,1972,M1972,6,20469378561,camara de compensacion electronica s.a.,06/11/2023,221.78,1,,
20231130,1973,M1973,6,20469378561,camara de compensacion electronica s.a.,06/11/2023,221.78,1,,
20231130,1974,M1974,6,20509507199,banco de comercio,06/11/2023,998.02,1,,
20231130,1975,M1975,6,20504565794,banco agropecuario,06/11/2023,998.02,1,,
20231130,1976,M1976,6,20513074370,banco gnb peru s.a.,06/11/2023,798.41,1,,
20231130,1977,M1977,6,20516711559,banco santander peru s.a.,06/11/2023,998.02,1,,
20231130,1978,M1978,6,20517476405,alfin banco s.a.,06/11/2023,1 219.80,1,,
20231130,1979,M1979,6,20521308321,financiera qapaq s.a.,06/11/2023,1 131.09,1,,
20231130,1981,M1981,6,20543166660,caja rural de ahorro y crédito cencosud scotia perú s.a.,06/11/2023,909.31,1,,
20231130,1982,M1982,6,20546892175,icbc peru bank,06/11/2023,1 219.80,1,,
20231130,1983,M1983,6,20601249678,j.p. morgan banco de inversión,13/11/2023,1 012.36,1,,
20231130,1984,M1984,6,20601249678,j.p. morgan banco de inversión,13/11/2023,179.97,1,,
20231130,1985,M1985,6,20604306150,bank of china (peru) s.a.,06/11/2023,266.14,1,,
20231130,1986,M1986,6,20604306150,bank of china (peru) s.a.,06/11/2023,1 219.80,1,,
20231130,1987,M1987,6,20605858083,fondo de seguro de depositos,06/11/2023,1 131.09,1,,
20231130,1988,M1988,6,20608551701,banco bci peru s.a. - banco bci,06/11/2023,1 219.80,1,,
20231130,1991,M1991,6,20100105862,banco pichincha,14/11/2023,3 824.44,1,,
20231130,2015,M2015,6,20100043140,scotiabank peru saa,08/11/2023,12 301.50,1,,
20231130,2017,M2017,6,20100209641,caja municipal de ahorro y credito de arequipa s.a. - caja arequipa,06/11/2023,7 061.12,1,,
20231130,2019,M2019,6,20101091083,cooperativa de ahorro y credito abaco,06/11/2023,2 055.56,1,,
20231130,2020,M2020,6,20101914080,servicios bancarios compartidos s a,06/11/2023,1 541.08,1,,
20231130,2021,M2021,6,20102361939,caja municipal de ahorro y credito de paita s.a.,08/11/2023,998.75,1,,
20231130,2022,M2022,6,20102361939,caja municipal de ahorro y credito de paita s.a.,08/11/2023,1 180.45,1,,
20231130,2023,M2023,6,20102361939,caja municipal de ahorro y credito de paita s.a.,08/11/2023,3 529.38,1,,
20231130,2024,M2024,6,20102881347,caja municip.ahorro y credito sullana s. a.,08/11/2023,998.75,1,,
20231130,2025,M2025,6,20102881347,caja municip.ahorro y credito sullana s. a.,08/11/2023,5 295.84,1,,
20231130,2026,M2026,6,20103845328,caja municipal de ahorro y credito de maynas s.a.,08/11/2023,3 529.38,1,,
20231130,2027,M2027,6,20106903230,western union peru s.a.,08/11/2023,12 356.96,1,,
20231130,2028,M2028,6,20113604248,cmac piura s.a.c.,08/11/2023,12 356.96,1,,
20231130,2029,M2029,6,20114105024,caja munic. ahorro y credit del santa sa,08/11/2023,998.75,1,,
20231130,2032,M2032,6,20114105024,caja munic. ahorro y credit del santa sa,08/11/2023,1 180.45,1,,
20231130,2033,M2033,6,20114839176,caja municipal de ahorro y credito cusco s.a. - cmac cusco s.a.,08/11/2023,3 529.38,1,,
20231130,2034,M2034,6,20129175975,cooperativa de ahorro y credito san cristobal de huamanga,08/11/2023,998.75,1,,
20231130,2035,M2035,6,20129175975,cooperativa de ahorro y credito san cristobal de huamanga,08/11/2023,2 055.56,1,,
20231130,2036,M2036,6,20130098488,caja munic.de ahorr.y cred.de tacna s.a.,08/11/2023,2 055.56,1,,
20231130,2037,M2037,6,20130200789,cmac - huancayo s.a.,08/11/2023,998.75,1,,
20231130,2038,M2038,6,20130200789,cmac - huancayo s.a.,08/11/2023,17 651.62,1,,
20231130,2041,M2041,6,20255993225,crediscotia financiera s.a.,08/11/2023,5 425.58,1,,
20231130,2042,M2042,6,20255993225,crediscotia financiera s.a.,08/11/2023,7 661.74,1,,
20231130,2043,M2043,6,20322445564,caja rural de ahorro y credito los andes s.a.,08/11/2023,998.75,1,,
20231130,2044,M2044,6,20322445564,caja rural de ahorro y credito los andes s.a.,08/11/2023,5 295.84,1,,
20231130,2045,M2045,6,20369155360,compartamos financiera s.a.,08/11/2023,4 705.84,1,,
20231130,2046,M2046,6,20437544248,empresa de credito alternativa,08/11/2023,998.75,1,,
20231130,2048,M2048,6,20437544248,empresa de credito alternativa,08/11/2023,2 055.56,1,,
20231130,2049,M2049,6,20521308321,financiera qapaq s.a.,08/11/2023,2 939.38,1,,
20231130,2050,M2050,6,20538763072,empresa de creditos "inversiones la cruz" s.a.-"inversiones la cruz",08/11/2023,1 180.00,1,,
20231130,2051,M2051,6,20543166660,caja rural de ahorro y crédito cencosud scotia perú s.a.,08/11/2023,295.00,1,,
20231130,2052,M2052,6,20100121809,administradora clinica ricardo palma s.a.,08/11/2023,8 909.00,1,,
20231130,2053,M2053,6,20100150736,la viga s.a.,08/11/2023,5 122.68,1,,
20231130,2054,M2054,6,20100412447,unimar s a,08/11/2023,4 231.78,1,,
20231130,2067,M2067,6,20101036813,banco interamericano de finanzas,06/11/2023,431.88,1,,
20231130,2069,M2069,6,20101914080,servicios bancarios compartidos s a,06/11/2023,320.96,1,,
20231130,2083,M2083,6,20369155360,compartamos financiera s.a.,09/11/2023,35 807.10,1,,
20231130,2087,M2087,6,20513074370,banco gnb peru s.a.,06/11/2023,143.96,1,,
20231130,2089,M2089,6,20538763072,empresa de creditos "inversiones la cruz" s.a.-"inversiones la cruz",10/11/2023,3 517.58,1,,
20231130,2405,M2405,6,20100077044,hermes transportes blindados  s a,08/11/2023,5 479.04,1,,
20231130,2406,M2406,6,20100077044,hermes transportes blindados  s a,08/11/2023,5 122.68,1,,
20231130,2407,M2407,6,20100085225,quimica suiza sociedad anonima cerrada - quimica suiza s.a.c.,08/11/2023,890.90,1,,
20231130,2409,M2409,6,20100116392,corporacion financiera de desarrollo s.a .,08/11/2023,5 345.40,1,,
20231130,2410,M2410,6,20100118760,diners club peru s a,08/11/2023,6 236.30,1,,
20231130,2411,M2411,6,20100118760,diners club peru s a,08/11/2023,4 899.95,1,,
20231130,2412,M2412,6,20100148162,compañia de seguridad prosegur s. a,08/11/2023,6 681.75,1,,
20231130,2413,M2413,6,20100209641,caja municipal de ahorro y credito de arequipa s.a. - caja arequipa,08/11/2023,6 236.30,1,,
20231130,2414,M2414,6,20100209641,caja municipal de ahorro y credito de arequipa s.a. - caja arequipa,08/11/2023,10 690.80,1,,
20231130,2415,M2415,6,20100209641,caja municipal de ahorro y credito de arequipa s.a. - caja arequipa,08/11/2023,10 690.80,1,,
20231130,2418,M2418,6,20101039910,oncosalud s.a.c.,08/11/2023,5 136.34,1,,
20231130,2419,M2419,6,20101091083,cooperativa de ahorro y credito abaco,08/11/2023,5 345.40,1,,
20231130,2420,M2420,6,20101705839,novatronic s.a.c.,08/11/2023,5 345.40,1,,
20231130,2422,M2422,6,20101914080,servicios bancarios compartidos s a,08/11/2023,5 345.40,1,,
20231130,2424,M2424,6,20101914080,servicios bancarios compartidos s a,08/11/2023,7 572.65,1,,
20231130,2425,M2425,6,20101914080,servicios bancarios compartidos s a,08/11/2023,7 572.65,1,,
20231130,2426,M2426,6,20102881347,caja municip.ahorro y credito sullana s. a.,08/11/2023,5 345.40,1,,
20231130,2427,M2427,6,20103845328,caja municipal de ahorro y credito de maynas s.a.,08/11/2023,5 345.40,1,,
20231130,2428,M2428,6,20104888934,caja municipal de ahorro y credito de ica sa,08/11/2023,5 345.40,1,,
20231130,2429,M2429,6,20104888934,caja municipal de ahorro y credito de ica sa,08/11/2023,8 909.00,1,,
20231130,2433,M2433,6,20107798049,universidad de lima,08/11/2023,5 345.40,1,,
20231130,2434,M2434,6,20111065013,cooperativa de ahorro y credito pacifico,08/11/2023,5 345.40,1,,
20231130,2435,M2435,6,20113604248,cmac piura s.a.c.,08/11/2023,5 122.68,1,,
20231130,2437,M2437,6,20113604248,cmac piura s.a.c.,08/11/2023,12 027.15,1,,
20231130,2438,M2438,6,20114839176,caja municipal de ahorro y credito cusco s.a. - cmac cusco s.a.,08/11/2023,5 122.68,1,,
20231130,2439,M2439,6,20114839176,caja municipal de ahorro y credito cusco s.a. - cmac cusco s.a.,08/11/2023,8 018.10,1,,
20231130,2440,M2440,6,20130098488,caja munic.de ahorr.y cred.de tacna s.a.,08/11/2023,5 122.68,1,,
20231130,2441,M2441,6,20130098488,caja munic.de ahorr.y cred.de tacna s.a.,08/11/2023,8 018.10,1,,
20231130,2543,M2543,6,20130200789,cmac - huancayo s.a.,08/11/2023,6 681.75,1,,
20231130,2544,M2544,6,20130200789,cmac - huancayo s.a.,08/11/2023,8 018.10,1,,
20231130,2552,M2552,6,20132023540,empresa regional de servicio publico de electricidad electronortemedi,08/11/2023,5 345.40,1,,
20231130,2553,M2553,6,20132243230,caja municipal de ahorro y credito de trujillo sa - caja trujillo,08/11/2023,5 568.13,1,,
20231130,2554,M2554,6,20132243230,caja municipal de ahorro y credito de trujillo sa - caja trujillo,08/11/2023,8 508.10,1,,
20231130,2555,M2555,6,20138221157,instituto de educacion superior tecnológico privado daniel alcides ca,08/11/2023,2 138.16,1,,
20231130,2556,M2556,6,20141878477,universidad privada antenor orrego,08/11/2023,7 349.93,1,,
20231130,2557,M2557,6,20164113532,universidad cesar vallejo s.a.c.,08/11/2023,8 018.10,1,,
