20231200|1879|M1879|11/12/2023|10/01/2024|01|F001|00055780||6|20100053455|BANCO INTERNACIONAL DEL PERU-INTERBANK|0.00|20000.00|0.00|3600.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|23600.00|PEN| 1.000|||||||1|1|
20231200|1880|M1880|11/12/2023|10/01/2024|01|F001|00055784||6|20100053455|BANCO INTERNACIONAL DEL PERU-INTERBANK|0.00|20000.00|0.00|3600.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|23600.00|PEN| 1.000|||||||1|1|
20231200|1881|M1881|11/12/2023|10/01/2024|01|F001|00055781||6|20100053455|BANCO INTERNACIONAL DEL PERU-INTERBANK|0.00|6000.00|0.00|1080.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|7080.00|PEN| 1.000|||||||1|1|
20231200|1882|M1882|26/12/2023|25/01/2024|01|F001|00056047||6|20100053455|BANCO INTERNACIONAL DEL PERU-INTERBANK|0.00|7819.01|0.00|1407.42|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|9226.43|PEN| 1.000|||||||1|1|
20231200|1883|M1883|26/12/2023|25/01/2024|01|F001|00056048||6|20100053455|BANCO INTERNACIONAL DEL PERU-INTERBANK|0.00|1818.77|0.00|327.38|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2146.15|PEN| 1.000|||||||1|1|
20231200|1884|M1884|21/12/2023|20/01/2024|01|F001|00056031||6|20100053455|BANCO INTERNACIONAL DEL PERU-INTERBANK|0.00|6000.00|0.00|1080.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|7080.00|PEN| 1.000|||||||1|1|
20231200|1887|M1887|11/12/2023|10/01/2024|01|F001|00055782||6|20100053455|BANCO INTERNACIONAL DEL PERU-INTERBANK|0.00|7432.76|0.00|1337.90|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|8770.66|PEN| 1.000|||||||1|1|
20231200|1888|M1888|11/12/2023|10/01/2024|01|F001|00055783||6|20100053455|BANCO INTERNACIONAL DEL PERU-INTERBANK|0.00|1728.93|0.00|311.21|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2040.14|PEN| 1.000|||||||1|1|
20231200|1889|M1889|18/12/2023|17/01/2024|01|F001|00055999||6|20100030595|BANCO DE LA NACION|0.00|8597.88|0.00|1547.62|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|10145.50|USD| 3.771|||||||1|1|
20231200|1890|M1890|18/12/2023|17/01/2024|01|F001|00056000||6|20100030595|BANCO DE LA NACION|0.00|4826.88|0.00|868.84|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|5695.72|USD| 3.771|||||||1|1|
20231200|1892|M1892|18/12/2023|17/01/2024|01|F001|00056001||6|20100030595|BANCO DE LA NACION|0.00|4826.88|0.00|868.84|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|5695.72|USD| 3.771|||||||1|1|
