External ID,Subsidiary,Currency,Exchange Rate,Date,Posting Period,Account,Debit,Credit,Department,Location,Class,Name,Memo,Account ID,PE Detraccion,PE LN Detraccion,PE LN Vendor,PE LN Bill Detraccion,PE LN Detraccion Date,PE LN Detraccion Number,Proveedor,Numero de Documento
DET27112023,3,PEN,1,27/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,935.00,0,CG-04-05-11,ASBANC - Oficina Central,EVE-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,3452,13541,,,APOYO COMUNICACION S.A.,F001-00007166
DET27112023,3,PEN,1,27/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,531.00,0,CS-02-01-01,ASBANC - Oficina Central,FIS-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,10170,13383,,,LOG S.A.C.,F001-00014447
DET27112023,3,PEN,1,27/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,265.00,0,CS-02-01-02,ASBANC - Oficina Central,FIS-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,5837,8051,,,NOVA GLASS S.A.C.,F001-00009356
DET27112023,3,PEN,1,27/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,780.00,0,CS-02-01-00,ASBANC - Oficina Central,FIS-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,5838,12439,,,NOVAMOTOS SOCIEDAD ANONIMA CERRADA - NOVAMOTOS S.A.C.,F001-00007176
DET27112023,3,PEN,1,27/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,389.00,0,CS-02-01-00,ASBANC - Oficina Central,FIS-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,5836,12437,,,NOVA FLAT SOCIEDAD ANONIMA CERRADA - NOVA FLAT S.A.C.,E001-00000232
DET27112023,3,PEN,1,27/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,220.00,0,CS-02-01-00,ASBANC - Oficina Central,FIS-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,5836,12438,,,NOVA FLAT SOCIEDAD ANONIMA CERRADA - NOVA FLAT S.A.C.,E001-00000233
DET27112023,3,PEN,1,27/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,1268.00,0,CS-02-01-00,ASBANC - Oficina Central,FIS-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,5836,12436,,,NOVA FLAT SOCIEDAD ANONIMA CERRADA - NOVA FLAT S.A.C.,E001-00000231
DET27112023,3,PEN,1,27/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,357.00,0,AR-01-03-00,ASBANC - Oficina Central,GHU-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,6626,3339,,,VICTOR ARCE SOCIEDAD CIVIL,F001-00011625
DET27112023,3,PEN,1,27/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,1235.00,0,AR-01-03-00,ASBANC - Oficina Central,GHU-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,9041,10249,,,CREA IMAGEN Y EVENTOS S.A.C.,E001-00000366
DET27112023,3,PEN,1,27/11/23,Nov 2023,4221103 ANTICIPOS A PROVEEDORES-422-L3 : PE-Anticipos a proveedores detracciones MN-L5,142.00,0,AR-07-02-03,ASBANC - Oficina Central,GHU-00-00,,Pago de Detracciones Periodo Nov 2023,224,T,T,8963,2400,,,D & P EXPERTOS EN REDES Y TELECOMUNICACIONES E.I.R.L.,E001-00000154
